Rowname,Author,Year,Site_Description,Soil_Description,Vegetation,Thaw_Age,Thaw_Feature,Depth,Compound,Oxygen,Temperature_C,Time_d,Replicate,Cumulative_mgC_per_gSoil,Moisture,Rate_mgC_per_gSoil_day,Data_Source,Sample_Num
Mackelprang_2011_ActiveLayer_CH4_Anaerobic_5C_D2_R1,Mackelprang,2011,ActiveLayer,,,,,ActiveLayer,CH4,Anaerobic,5,2,R1,0.035584352,Wet,0.017792176,Figure,5
Mackelprang_2011_ActiveLayer_CH4_Anaerobic_5C_D7_R1,Mackelprang,2011,ActiveLayer,,,,,ActiveLayer,CH4,Anaerobic,5,7,R1,0.023722901,Wet,0.003388986,Figure,6
Mackelprang_2011_Permafrost_CH4_Anaerobic_5C_D2_R1,Mackelprang,2011,Permafrost,,,,,Permafrost,CH4,Anaerobic,5,2,R1,0.355843519,Wet,0.177921759,Figure,7
Mackelprang_2011_Permafrost_CH4_Anaerobic_5C_D7_R1,Mackelprang,2011,Permafrost,,,,,Permafrost,CH4,Anaerobic,5,7,R1,0.118614506,Wet,0.016944929,Figure,8
Barbato_2022_P1_CO2_Anaerobic_-3C_D4_R1,Barbato,2022,P1,,,,,Permafrost,CO2,Anaerobic,-3,4,R1,0.0035,Wet,0.000875,Figure,1
Barbato_2022_P2_CO2_Anaerobic_-3C_D4_R1,Barbato,2022,P2,,,,,Permafrost,CO2,Anaerobic,-3,4,R1,0.008,Wet,0.002,Figure,2
Barbato_2022_P3_CO2_Anaerobic_-3C_D4_R1,Barbato,2022,P3,,,,,Permafrost,CO2,Anaerobic,-3,4,R1,0.006,Wet,0.0015,Figure,3
Barbato_2022_P4_CO2_Anaerobic_-3C_D4_R1,Barbato,2022,P4,,,,,Permafrost,CO2,Anaerobic,-3,4,R1,0.003,Wet,0.00075,Figure,4
Barbato_2022_P5_CO2_Anaerobic_-3C_D4_R1,Barbato,2022,P5,,,,,Permafrost,CO2,Anaerobic,-3,4,R1,0.0045,Wet,0.001125,Figure,5
Barbato_2022_P1_CO2_Anaerobic_0C_D9_R1,Barbato,2022,P1,,,,,Permafrost,CO2,Anaerobic,0,9,R1,0.0045,Wet,0.0005,Figure,6
Barbato_2022_P2_CO2_Anaerobic_0C_D9_R1,Barbato,2022,P2,,,,,Permafrost,CO2,Anaerobic,0,9,R1,0.015,Wet,0.001666667,Figure,7
Barbato_2022_P3_CO2_Anaerobic_0C_D9_R1,Barbato,2022,P3,,,,,Permafrost,CO2,Anaerobic,0,9,R1,0.013,Wet,0.001444444,Figure,8
Barbato_2022_P4_CO2_Anaerobic_0C_D9_R1,Barbato,2022,P4,,,,,Permafrost,CO2,Anaerobic,0,9,R1,0.0045,Wet,0.0005,Figure,9
Barbato_2022_P5_CO2_Anaerobic_0C_D9_R1,Barbato,2022,P5,,,,,Permafrost,CO2,Anaerobic,0,9,R1,0.008,Wet,0.000888889,Figure,10
Barbato_2022_P1_CO2_Anaerobic_3C_D13_R1,Barbato,2022,P1,,,,,Permafrost,CO2,Anaerobic,3,13,R1,0.012,Wet,0.000923077,Figure,11
Barbato_2022_P2_CO2_Anaerobic_3C_D13_R1,Barbato,2022,P2,,,,,Permafrost,CO2,Anaerobic,3,13,R1,0.025,Wet,0.001923077,Figure,12
Barbato_2022_P3_CO2_Anaerobic_3C_D13_R1,Barbato,2022,P3,,,,,Permafrost,CO2,Anaerobic,3,13,R1,0.022,Wet,0.001692308,Figure,13
Barbato_2022_P4_CO2_Anaerobic_3C_D13_R1,Barbato,2022,P4,,,,,Permafrost,CO2,Anaerobic,3,13,R1,0.007,Wet,0.000538462,Figure,14
Barbato_2022_P5_CO2_Anaerobic_3C_D13_R1,Barbato,2022,P5,,,,,Permafrost,CO2,Anaerobic,3,13,R1,0.019,Wet,0.001461538,Figure,15
Barbato_2022_P1_CO2_Anaerobic_6C_D15_R1,Barbato,2022,P1,,,,,Permafrost,CO2,Anaerobic,6,15,R1,0.018,Wet,0.0012,Figure,16
Barbato_2022_P2_CO2_Anaerobic_6C_D15_R1,Barbato,2022,P2,,,,,Permafrost,CO2,Anaerobic,6,15,R1,0.031,Wet,0.002066667,Figure,17
Barbato_2022_P3_CO2_Anaerobic_6C_D15_R1,Barbato,2022,P3,,,,,Permafrost,CO2,Anaerobic,6,15,R1,0.03,Wet,0.002,Figure,18
Barbato_2022_P4_CO2_Anaerobic_6C_D15_R1,Barbato,2022,P4,,,,,Permafrost,CO2,Anaerobic,6,15,R1,0.0105,Wet,0.0007,Figure,19
Barbato_2022_P5_CO2_Anaerobic_6C_D15_R1,Barbato,2022,P5,,,,,Permafrost,CO2,Anaerobic,6,15,R1,0.029,Wet,0.001933333,Figure,20
Dang_2022_ActiveLayer_CO2_Anaerobic_16C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,16,6,R1,0.00026406,Wet,0.00004401,Figure,1
Dang_2022_ActiveLayer_CO2_Anaerobic_12C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,12,6,R1,0.000171639,Wet,2.86E-05,Figure,2
Dang_2022_ActiveLayer_CO2_Anaerobic_8C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,8,6,R1,0.000158436,Wet,0.000026406,Figure,3
Dang_2022_ActiveLayer_CO2_Anaerobic_4C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,4,6,R1,0.000224451,Wet,3.74E-05,Figure,4
Dang_2022_ActiveLayer_CO2_Anaerobic_0C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,0,6,R1,0.00013203,Wet,0.000022005,Figure,5
Dang_2022_ActiveLayer_CO2_Anaerobic_-10C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,-10,6,R1,0.000039609,Wet,6.60E-06,Figure,6
Muller_2018_AL1_CO2_Anaerobic_5C_D103_R1,Muller,2018,AL1,,,,,ActiveLayer,CO2,Anaerobic,5,103,R1,0.09,Wet,0.000873786,Figure,1
Muller_2018_AL2_CO2_Anaerobic_5C_D103_R1,Muller,2018,AL2,,,,,ActiveLayer,CO2,Anaerobic,5,103,R1,0.05,Wet,0.000485437,Figure,2
Muller_2018_TZ3_CO2_Anaerobic_5C_D103_R1,Muller,2018,TZ3,,,,,TransitionZone,CO2,Anaerobic,5,103,R1,0.1,Wet,0.000970874,Figure,3
Muller_2018_PL4_CO2_Anaerobic_5C_D103_R1,Muller,2018,PL4,,,,,Permafrost,CO2,Anaerobic,5,103,R1,0.095,Wet,0.00092233,Figure,4
Muller_2018_PL5_CO2_Anaerobic_5C_D103_R1,Muller,2018,PL5,,,,,Permafrost,CO2,Anaerobic,5,103,R1,0.2,Wet,0.001941748,Figure,5
Muller_2018_AL1_CO2_Aerobic_5C_D103_R1,Muller,2018,AL1,,,,,ActiveLayer,CO2,Aerobic,5,103,R1,1.2,Wet,0.011650485,Figure,6
Muller_2018_AL2_CO2_Aerobic_5C_D103_R1,Muller,2018,AL2,,,,,ActiveLayer,CO2,Aerobic,5,103,R1,0.35,Wet,0.003398058,Figure,7
Muller_2018_TZ3_CO2_Aerobic_5C_D103_R1,Muller,2018,TZ3,,,,,TransitionZone,CO2,Aerobic,5,103,R1,0.85,Wet,0.008252427,Figure,8
Muller_2018_PL4_CO2_Aerobic_5C_D103_R1,Muller,2018,PL4,,,,,Permafrost,CO2,Aerobic,5,103,R1,0.9,Wet,0.008737864,Figure,9
Muller_2018_PL5_CO2_Aerobic_5C_D103_R1,Muller,2018,PL5,,,,,Permafrost,CO2,Aerobic,5,103,R1,0.75,Wet,0.007281553,Figure,10
Dutta_2006_Sukharnaya_CO2_Aerobic_5C_D30_R1,Dutta,2006,Sukharnaya,,,,,Permafrost,CO2,Aerobic,5,30,R1,0.05,Dry,0.001666667,Figure,1
Dutta_2006_Medvezhka_CO2_Aerobic_5C_D30_R1,Dutta,2006,Medvezhka,,,,,Permafrost,CO2,Aerobic,5,30,R1,0.21,Dry,0.007,Figure,2
Dutta_2006_DuvannylYar_CO2_Aerobic_5C_D30_R1,Dutta,2006,DuvannylYar,,,,,Permafrost,CO2,Aerobic,5,30,R1,0.06,Dry,0.002,Figure,3
Dutta_2006_ZelenylMys0.1m_CO2_Aerobic_5C_D30_R1,Dutta,2006,ZelenylMys0.1m,,,,,ActiveLayer,CO2,Aerobic,5,30,R1,0.06,Dry,0.002,Figure,4
Dutta_2006_ZelenylMys2m_CO2_Aerobic_5C_D30_R1,Dutta,2006,ZelenylMys2m,,,,,Permafrost,CO2,Aerobic,5,30,R1,0.19,Dry,0.006333333,Figure,5
Dutta_2006_ZelenylMys13m_CO2_Aerobic_5C_D30_R1,Dutta,2006,ZelenylMys13m,,,,,Permafrost,CO2,Aerobic,5,30,R1,0.07,Dry,0.002333333,Figure,6
Dutta_2006_Sukharnaya_CO2_Aerobic_10C_D30_R1,Dutta,2006,Sukharnaya,,,,,Permafrost,CO2,Aerobic,10,30,R1,0.09,Dry,0.003,Figure,7
Dutta_2006_Medvezhka_CO2_Aerobic_10C_D30_R1,Dutta,2006,Medvezhka,,,,,Permafrost,CO2,Aerobic,10,30,R1,0.22,Dry,0.007333333,Figure,8
Dutta_2006_DuvannylYar_CO2_Aerobic_10C_D30_R1,Dutta,2006,DuvannylYar,,,,,Permafrost,CO2,Aerobic,10,30,R1,0.19,Dry,0.006333333,Figure,9
Dutta_2006_ZelenylMys0.1m_CO2_Aerobic_10C_D30_R1,Dutta,2006,ZelenylMys0.1m,,,,,ActiveLayer,CO2,Aerobic,10,30,R1,0.1,Dry,0.003333333,Figure,10
Dutta_2006_ZelenylMys2m_CO2_Aerobic_10C_D30_R1,Dutta,2006,ZelenylMys2m,,,,,Permafrost,CO2,Aerobic,10,30,R1,0.2,Dry,0.006666667,Figure,11
Dutta_2006_ZelenylMys13m_CO2_Aerobic_10C_D30_R1,Dutta,2006,ZelenylMys13m,,,,,Permafrost,CO2,Aerobic,10,30,R1,0.11,Dry,0.003666667,Figure,12
Dutta_2006_Sukharnaya_CO2_Aerobic_15C_D30_R1,Dutta,2006,Sukharnaya,,,,,Permafrost,CO2,Aerobic,15,30,R1,0.1,Dry,0.003333333,Figure,13
Dutta_2006_Medvezhka_CO2_Aerobic_15C_D30_R1,Dutta,2006,Medvezhka,,,,,Permafrost,CO2,Aerobic,15,30,R1,0.48,Dry,0.016,Figure,14
Dutta_2006_DuvannylYar_CO2_Aerobic_15C_D30_R1,Dutta,2006,DuvannylYar,,,,,Permafrost,CO2,Aerobic,15,30,R1,0.1,Dry,0.003333333,Figure,15
Dutta_2006_ZelenylMys0.1m_CO2_Aerobic_15C_D30_R1,Dutta,2006,ZelenylMys0.1m,,,,,ActiveLayer,CO2,Aerobic,15,30,R1,0.11,Dry,0.003666667,Figure,16
Dutta_2006_ZelenylMys2m_CO2_Aerobic_15C_D30_R1,Dutta,2006,ZelenylMys2m,,,,,Permafrost,CO2,Aerobic,15,30,R1,0.32,Dry,0.010666667,Figure,17
Dutta_2006_ZelenylMys13m_CO2_Aerobic_15C_D30_R1,Dutta,2006,ZelenylMys13m,,,,,Permafrost,CO2,Aerobic,15,30,R1,0.2,Dry,0.006666667,Figure,18
Dutta_2006_Sukharnaya_CO2_Aerobic_5C_D60_R1,Dutta,2006,Sukharnaya,,,,,Permafrost,CO2,Aerobic,5,60,R1,0.09,Dry,0.0015,Figure,19
Dutta_2006_Medvezhka_CO2_Aerobic_5C_D60_R1,Dutta,2006,Medvezhka,,,,,Permafrost,CO2,Aerobic,5,60,R1,0.39,Dry,0.0065,Figure,20
Dutta_2006_DuvannylYar_CO2_Aerobic_5C_D60_R1,Dutta,2006,DuvannylYar,,,,,Permafrost,CO2,Aerobic,5,60,R1,0.1,Dry,0.001666667,Figure,21
Dutta_2006_ZelenylMys0.1m_CO2_Aerobic_5C_D60_R1,Dutta,2006,ZelenylMys0.1m,,,,,ActiveLayer,CO2,Aerobic,5,60,R1,0.1,Dry,0.001666667,Figure,22
Dutta_2006_ZelenylMys2m_CO2_Aerobic_5C_D60_R1,Dutta,2006,ZelenylMys2m,,,,,Permafrost,CO2,Aerobic,5,60,R1,0.2,Dry,0.003333333,Figure,23
Dutta_2006_ZelenylMys13m_CO2_Aerobic_5C_D60_R1,Dutta,2006,ZelenylMys13m,,,,,Permafrost,CO2,Aerobic,5,60,R1,0.1,Dry,0.001666667,Figure,24
Dutta_2006_Sukharnaya_CO2_Aerobic_10C_D60_R1,Dutta,2006,Sukharnaya,,,,,Permafrost,CO2,Aerobic,10,60,R1,0.1,Dry,0.001666667,Figure,25
Dutta_2006_Medvezhka_CO2_Aerobic_10C_D60_R1,Dutta,2006,Medvezhka,,,,,Permafrost,CO2,Aerobic,10,60,R1,0.35,Dry,0.005833333,Figure,26
Dutta_2006_DuvannylYar_CO2_Aerobic_10C_D60_R1,Dutta,2006,DuvannylYar,,,,,Permafrost,CO2,Aerobic,10,60,R1,0.25,Dry,0.004166667,Figure,27
Dutta_2006_ZelenylMys0.1m_CO2_Aerobic_10C_D60_R1,Dutta,2006,ZelenylMys0.1m,,,,,ActiveLayer,CO2,Aerobic,10,60,R1,0.15,Dry,0.0025,Figure,28
Dutta_2006_ZelenylMys2m_CO2_Aerobic_10C_D60_R1,Dutta,2006,ZelenylMys2m,,,,,Permafrost,CO2,Aerobic,10,60,R1,0.25,Dry,0.004166667,Figure,29
Dutta_2006_ZelenylMys13m_CO2_Aerobic_10C_D60_R1,Dutta,2006,ZelenylMys13m,,,,,Permafrost,CO2,Aerobic,10,60,R1,0.11,Dry,0.001833333,Figure,30
Dutta_2006_Sukharnaya_CO2_Aerobic_15C_D60_R1,Dutta,2006,Sukharnaya,,,,,Permafrost,CO2,Aerobic,15,60,R1,0.11,Dry,0.001833333,Figure,31
Dutta_2006_Medvezhka_CO2_Aerobic_15C_D60_R1,Dutta,2006,Medvezhka,,,,,Permafrost,CO2,Aerobic,15,60,R1,0.65,Dry,0.010833333,Figure,32
Dutta_2006_DuvannylYar_CO2_Aerobic_15C_D60_R1,Dutta,2006,DuvannylYar,,,,,Permafrost,CO2,Aerobic,15,60,R1,0.15,Dry,0.0025,Figure,33
Dutta_2006_ZelenylMys0.1m_CO2_Aerobic_15C_D60_R1,Dutta,2006,ZelenylMys0.1m,,,,,ActiveLayer,CO2,Aerobic,15,60,R1,0.2,Dry,0.003333333,Figure,34
Dutta_2006_ZelenylMys2m_CO2_Aerobic_15C_D60_R1,Dutta,2006,ZelenylMys2m,,,,,Permafrost,CO2,Aerobic,15,60,R1,0.4,Dry,0.006666667,Figure,35
Dutta_2006_ZelenylMys13m_CO2_Aerobic_15C_D60_R1,Dutta,2006,ZelenylMys13m,,,,,Permafrost,CO2,Aerobic,15,60,R1,0.25,Dry,0.004166667,Figure,36
Dutta_2006_Sukharnaya_CO2_Aerobic_5C_D90_R1,Dutta,2006,Sukharnaya,,,,,Permafrost,CO2,Aerobic,5,90,R1,0.9,Dry,0.01,Figure,37
Dutta_2006_Medvezhka_CO2_Aerobic_5C_D90_R1,Dutta,2006,Medvezhka,,,,,Permafrost,CO2,Aerobic,5,90,R1,0.41,Dry,0.004555556,Figure,38
Dutta_2006_DuvannylYar_CO2_Aerobic_5C_D90_R1,Dutta,2006,DuvannylYar,,,,,Permafrost,CO2,Aerobic,5,90,R1,0.12,Dry,0.001333333,Figure,39
Dutta_2006_ZelenylMys0.1m_CO2_Aerobic_5C_D90_R1,Dutta,2006,ZelenylMys0.1m,,,,,ActiveLayer,CO2,Aerobic,5,90,R1,0.12,Dry,0.001333333,Figure,40
Dutta_2006_ZelenylMys2m_CO2_Aerobic_5C_D90_R1,Dutta,2006,ZelenylMys2m,,,,,Permafrost,CO2,Aerobic,5,90,R1,0.21,Dry,0.002333333,Figure,41
Dutta_2006_ZelenylMys13m_CO2_Aerobic_5C_D90_R1,Dutta,2006,ZelenylMys13m,,,,,Permafrost,CO2,Aerobic,5,90,R1,0.12,Dry,0.001333333,Figure,42
Dutta_2006_Sukharnaya_CO2_Aerobic_10C_D90_R1,Dutta,2006,Sukharnaya,,,,,Permafrost,CO2,Aerobic,10,90,R1,0.15,Dry,0.001666667,Figure,43
Dutta_2006_Medvezhka_CO2_Aerobic_10C_D90_R1,Dutta,2006,Medvezhka,,,,,Permafrost,CO2,Aerobic,10,90,R1,0.42,Dry,0.004666667,Figure,44
Dutta_2006_DuvannylYar_CO2_Aerobic_10C_D90_R1,Dutta,2006,DuvannylYar,,,,,Permafrost,CO2,Aerobic,10,90,R1,0.3,Dry,0.003333333,Figure,45
Dutta_2006_ZelenylMys0.1m_CO2_Aerobic_10C_D90_R1,Dutta,2006,ZelenylMys0.1m,,,,,ActiveLayer,CO2,Aerobic,10,90,R1,0.15,Dry,0.001666667,Figure,46
Dutta_2006_ZelenylMys2m_CO2_Aerobic_10C_D90_R1,Dutta,2006,ZelenylMys2m,,,,,Permafrost,CO2,Aerobic,10,90,R1,0.3,Dry,0.003333333,Figure,47
Dutta_2006_ZelenylMys13m_CO2_Aerobic_10C_D90_R1,Dutta,2006,ZelenylMys13m,,,,,Permafrost,CO2,Aerobic,10,90,R1,0.15,Dry,0.001666667,Figure,48
Dutta_2006_Sukharnaya_CO2_Aerobic_15C_D90_R1,Dutta,2006,Sukharnaya,,,,,Permafrost,CO2,Aerobic,15,90,R1,0.15,Dry,0.001666667,Figure,49
Dutta_2006_Medvezhka_CO2_Aerobic_15C_D90_R1,Dutta,2006,Medvezhka,,,,,Permafrost,CO2,Aerobic,15,90,R1,0.7,Dry,0.007777778,Figure,50
Dutta_2006_DuvannylYar_CO2_Aerobic_15C_D90_R1,Dutta,2006,DuvannylYar,,,,,Permafrost,CO2,Aerobic,15,90,R1,0.2,Dry,0.002222222,Figure,51
Dutta_2006_ZelenylMys0.1m_CO2_Aerobic_15C_D90_R1,Dutta,2006,ZelenylMys0.1m,,,,,ActiveLayer,CO2,Aerobic,15,90,R1,0.25,Dry,0.002777778,Figure,52
Dutta_2006_ZelenylMys2m_CO2_Aerobic_15C_D90_R1,Dutta,2006,ZelenylMys2m,,,,,Permafrost,CO2,Aerobic,15,90,R1,0.48,Dry,0.005333333,Figure,53
Dutta_2006_ZelenylMys13m_CO2_Aerobic_15C_D90_R1,Dutta,2006,ZelenylMys13m,,,,,Permafrost,CO2,Aerobic,15,90,R1,0.3,Dry,0.003333333,Figure,54
ODonnell_2009_Upland_Unburned_CO2_Aerobic_2C_D56_R1,ODonnell,2009,Upland_Unburned,,FeatherMoss,,,ActiveLayer,CO2,Aerobic,2,56,R1,8.4,Dry,0.15,Figure,1
ODonnell_2009_Upland_Unburned_CO2_Aerobic_20C_D56_R1,ODonnell,2009,Upland_Unburned,,FeatherMoss,,,ActiveLayer,CO2,Aerobic,20,56,R1,42,Dry,0.75,Figure,2
ODonnell_2009_Upland_Burned_CO2_Aerobic_2C_D56_R1,ODonnell,2009,Upland_Burned,,FeatherMoss,,,ActiveLayer,CO2,Aerobic,2,56,R1,28.56,Dry,0.51,Figure,3
ODonnell_2009_Upland_Burned_CO2_Aerobic_20C_D56_R1,ODonnell,2009,Upland_Burned,,FeatherMoss,,,ActiveLayer,CO2,Aerobic,20,56,R1,50.4,Dry,0.9,Figure,4
ODonnell_2009_Peatland_Unburned_CO2_Aerobic_2C_D56_R1,ODonnell,2009,Peatland_Unburned,,Sphagnum,,,ActiveLayer,CO2,Aerobic,2,56,R1,11.76,Dry,0.21,Figure,5
ODonnell_2009_Peatland_Unburned_CO2_Aerobic_20C_D56_R1,ODonnell,2009,Peatland_Unburned,,Sphagnum,,,ActiveLayer,CO2,Aerobic,20,56,R1,45.36,Dry,0.81,Figure,6
ODonnell_2009_Peatland_Burned_CO2_Aerobic_2C_D56_R1,ODonnell,2009,Peatland_Burned,,Sphagnum,,,ActiveLayer,CO2,Aerobic,2,56,R1,16.8,Dry,0.3,Figure,7
ODonnell_2009_Peatland_Burned_CO2_Aerobic_20C_D56_R1,ODonnell,2009,Peatland_Burned,,Sphagnum,,,ActiveLayer,CO2,Aerobic,20,56,R1,44.8,Dry,0.8,Figure,8
Waldrop_2010_HessCreek_CO2_Aerobic_5C_D8_R1,Waldrop,2010,HessCreek,,BlackSpruce,,,ActiveLayer,CO2,Aerobic,5,8,R1,6,Wet,0.75,Figure,1
Waldrop_2010_HessCreek_CO2_Aerobic_5C_D8_R2,Waldrop,2010,HessCreek,,BlackSpruce,,,Permafrost,CO2,Aerobic,5,8,R2,5,Wet,0.625,Figure,2
Waldrop_2010_SmithLake_CO2_Aerobic_5C_D8_R1,Waldrop,2010,SmithLake,,BlackSpruce,,,ActiveLayer,CO2,Aerobic,5,8,R1,7,Wet,0.875,Figure,3
Waldrop_2010_SmithLake_CO2_Aerobic_5C_D8_R2,Waldrop,2010,SmithLake,,BlackSpruce,,,Permafrost,CO2,Aerobic,5,8,R2,75,Wet,9.375,Figure,4
Waldrop_2010_Coldfoot_CO2_Aerobic_5C_D8_R1,Waldrop,2010,Coldfoot,,BlackSpruce,,,ActiveLayer,CO2,Aerobic,5,8,R1,7,Wet,0.875,Figure,5
Waldrop_2010_Coldfoot_CO2_Aerobic_5C_D8_R2,Waldrop,2010,Coldfoot,,BlackSpruce,,,Permafrost,CO2,Aerobic,5,8,R2,29,Wet,3.625,Figure,6
Waldrop_2010_HessCreek_CO2_Aerobic_5C_D37_R1,Waldrop,2010,HessCreek,,BlackSpruce,,,ActiveLayer,CO2,Aerobic,5,37,R1,17,Wet,0.459459459,Figure,7
Waldrop_2010_HessCreek_CO2_Aerobic_5C_D37_R2,Waldrop,2010,HessCreek,,BlackSpruce,,,Permafrost,CO2,Aerobic,5,37,R2,16,Wet,0.432432432,Figure,8
Waldrop_2010_SmithLake_CO2_Aerobic_5C_D37_R1,Waldrop,2010,SmithLake,,BlackSpruce,,,ActiveLayer,CO2,Aerobic,5,37,R1,20,Wet,0.540540541,Figure,9
Waldrop_2010_SmithLake_CO2_Aerobic_5C_D37_R2,Waldrop,2010,SmithLake,,BlackSpruce,,,Permafrost,CO2,Aerobic,5,37,R2,84,Wet,2.27027027,Figure,10
Waldrop_2010_Coldfoot_CO2_Aerobic_5C_D37_R1,Waldrop,2010,Coldfoot,,BlackSpruce,,,ActiveLayer,CO2,Aerobic,5,37,R1,20.5,Wet,0.554054054,Figure,11
Waldrop_2010_Coldfoot_CO2_Aerobic_5C_D37_R2,Waldrop,2010,Coldfoot,,BlackSpruce,,,Permafrost,CO2,Aerobic,5,37,R2,45,Wet,1.216216216,Figure,12
Waldrop_2010_HessCreek_CH4_Anaerobic_5C_D30_R1,Waldrop,2010,HessCreek,,BlackSpruce,,,ActiveLayer,CH4,Anaerobic,5,30,R1,0.11,Wet,0.003666667,Figure,13
Waldrop_2010_HessCreek_CH4_Anaerobic_5C_D30_R2,Waldrop,2010,HessCreek,,BlackSpruce,,,Permafrost,CH4,Anaerobic,5,30,R2,0.009,Wet,0.0003,Figure,14
Waldrop_2010_SmithLake_CH4_Anaerobic_5C_D30_R1,Waldrop,2010,SmithLake,,BlackSpruce,,,ActiveLayer,CH4,Anaerobic,5,30,R1,0.008,Wet,0.000266667,Figure,15
Waldrop_2010_SmithLake_CH4_Anaerobic_5C_D30_R2,Waldrop,2010,SmithLake,,BlackSpruce,,,Permafrost,CH4,Anaerobic,5,30,R2,0.004,Wet,0.000133333,Figure,16
Waldrop_2010_Coldfoot_CH4_Anaerobic_5C_D30_R1,Waldrop,2010,Coldfoot,,BlackSpruce,,,ActiveLayer,CH4,Anaerobic,5,30,R1,0.002,Wet,6.67E-05,Figure,17
Waldrop_2010_Coldfoot_CH4_Anaerobic_5C_D30_R2,Waldrop,2010,Coldfoot,,BlackSpruce,,,Permafrost,CH4,Anaerobic,5,30,R2,0.008,Wet,0.000266667,Figure,18